============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 24 2019  09:21:05 pm
  Module:                 FME_PIPE_6
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                    Instance                                         Module                      Cells  Cell Area  Net Area   Total Area 
-----------------------------------------------------------------------------------------------------------------------------------------
FME_PIPE_6                                                                                       21572     111410     46464       157874 
  U_inter                                       interpolation_bit_width10                        14573      74026     28900       102926 
    csa_tree_PUs_2__U_F6_U_S25_add_18_10_groupi csa_tree_PUs_2__U_F6_U_S25_add_18_10_group_2       105        591       204          795 
    csa_tree_PUs_2__U_F6_U_S5_add_18_10_groupi  csa_tree_PUs_2__U_F6_U_S5_add_18_10_group_2        105        591       204          795 
    csa_tree_PUs_1__U_F6_U_S25_add_18_10_groupi csa_tree_PUs_1__U_F6_U_S25_add_18_10_group_2       105        591       204          795 
    csa_tree_PUs_1__U_F6_U_S5_add_18_10_groupi  csa_tree_PUs_1__U_F6_U_S5_add_18_10_group_2        105        591       204          795 
    csa_tree_PUs_0__U_F6_U_S25_add_18_10_groupi csa_tree_PUs_0__U_F6_U_S25_add_18_10_group_2       105        591       204          795 
    csa_tree_PUs_0__U_F6_U_S5_add_18_10_groupi  csa_tree_PUs_0__U_F6_U_S5_add_18_10_group_2        105        556       203          759 
    csa_tree_PUs_8__U_F6_U_S25_add_18_10_groupi csa_tree_PUs_8__U_F6_U_S25_add_18_10_group_2       105        498       206          704 
    csa_tree_PUs_8__U_F6_U_S5_add_18_10_groupi  csa_tree_PUs_8__U_F6_U_S5_add_18_10_group_2        105        498       206          704 
    csa_tree_PUs_7__U_F6_U_S25_add_18_10_groupi csa_tree_PUs_7__U_F6_U_S25_add_18_10_group_2       105        498       206          704 
    csa_tree_PUs_7__U_F6_U_S5_add_18_10_groupi  csa_tree_PUs_7__U_F6_U_S5_add_18_10_group_2        105        498       206          704 
    csa_tree_PUs_6__U_F6_U_S25_add_18_10_groupi csa_tree_PUs_6__U_F6_U_S25_add_18_10_group_2       105        498       206          704 
    csa_tree_PUs_6__U_F6_U_S5_add_18_10_groupi  csa_tree_PUs_6__U_F6_U_S5_add_18_10_group_2        105        498       206          704 
    csa_tree_PUs_5__U_F6_U_S25_add_18_10_groupi csa_tree_PUs_5__U_F6_U_S25_add_18_10_group_2       105        498       206          704 
    csa_tree_PUs_5__U_F6_U_S5_add_18_10_groupi  csa_tree_PUs_5__U_F6_U_S5_add_18_10_group_2        105        498       206          704 
    csa_tree_PUs_4__U_F6_U_S25_add_18_10_groupi csa_tree_PUs_4__U_F6_U_S25_add_18_10_group_2       105        498       206          704 
    csa_tree_PUs_4__U_F6_U_S5_add_18_10_groupi  csa_tree_PUs_4__U_F6_U_S5_add_18_10_group_2        105        498       206          704 
    csa_tree_PUs_3__U_F6_U_S25_add_18_10_groupi csa_tree_PUs_3__U_F6_U_S25_add_18_10_group_2       105        498       206          704 
    csa_tree_PUs_3__U_F6_U_S5_add_18_10_groupi  csa_tree_PUs_3__U_F6_U_S5_add_18_10_group_2        105        498       206          704 
    PUs[0].U_F6_U_S12_add_41_16                 add_unsigned_2467                                  100        508       164          671 
    PUs[3].U_F6_U_S12_add_41_16                 add_unsigned_2467_3185                              98        508       162          669 
    PUs[5].U_F6_U_S12_add_41_16                 add_unsigned_2467_3183                              97        491       160          651 
    PUs[8].U_F6_U_S12_add_41_16                 add_unsigned_2467_3180                              97        490       160          651 
    PUs[2].U_F6_U_S14_add_18_10                 add_signed_2464_3045                               107        475       175          651 
    PUs[1].U_F6_U_S14_add_18_10                 add_signed_2464_3044                               107        475       175          651 
    PUs[0].U_F6_U_S14_add_18_10                 add_signed_2464_3043                               107        475       175          651 
    PUs[6].U_F6_U_S12_add_41_16                 add_unsigned_2467_3182                              97        491       159          650 
    PUs[1].U_F6_U_S12_add_41_16                 add_unsigned_2467_3187                              97        486       159          645 
    PUs[7].U_F6_U_S12_add_41_16                 add_unsigned_2467_3181                              97        485       159          644 
    PUs[8].U_F6_U_S14_add_18_10                 add_signed_2464                                    106        470       173          643 
    PUs[7].U_F6_U_S14_add_18_10                 add_signed_2464_3050                               106        470       173          643 
    PUs[6].U_F6_U_S14_add_18_10                 add_signed_2464_3049                               106        470       173          643 
    PUs[5].U_F6_U_S14_add_18_10                 add_signed_2464_3048                               106        470       173          643 
    PUs[4].U_F6_U_S14_add_18_10                 add_signed_2464_3047                               106        470       173          643 
    PUs[3].U_F6_U_S14_add_18_10                 add_signed_2464_3046                               106        470       173          643 
    PUs[4].U_F6_U_S12_add_41_16                 add_unsigned_2467_3184                              97        484       159          643 
    PUs[2].U_F6_U_S12_add_41_16                 add_unsigned_2467_3186                              97        484       158          642 
    PUs[8].U_F6_U_S23_add_18_10                 add_signed_2484                                     91        486       146          631 
    PUs[8].U_F6_U_S3_add_18_10                  add_signed_2484_3034                                91        486       146          631 
    PUs[7].U_F6_U_S23_add_18_10                 add_signed_2484_3033                                91        486       146          631 
    PUs[7].U_F6_U_S3_add_18_10                  add_signed_2484_3032                                91        486       146          631 
    PUs[6].U_F6_U_S23_add_18_10                 add_signed_2484_3031                                91        486       146          631 
    PUs[6].U_F6_U_S3_add_18_10                  add_signed_2484_3030                                91        486       146          631 
