============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.10-p007_1
  Generated on:           Nov 22 2019  04:12:59 pm
  Module:                 FME_PIPE_4
  Technology libraries:   CORE65LPSVT 
                          CLOCK65LPSVT 
                          physical_cells 
  Operating conditions:   _nominal_ 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                    Instance                                         Module                     Cells  Cell Area  Net Area   Total Area 
----------------------------------------------------------------------------------------------------------------------------------------
FME_PIPE_4                                                                                      38975     200523     84295       284818 
  U_inter                                        interpolation_bit_width10                      19458      99898     37149       137047 
    csa_tree_PUs_3__U_F4_U_s23_add_18_10_groupi  csa_tree_PUs_3__U_F4_U_s23_add_18_10_group_2     109        760       210          969 
    csa_tree_PUs_2__U_F4_U_s3_add_18_10_groupi   csa_tree_PUs_2__U_F4_U_s3_add_18_10_group_2      106        751       204          955 
    csa_tree_PUs_2__U_F4_U_s23_add_18_10_groupi  csa_tree_PUs_2__U_F4_U_s23_add_18_10_group_2     106        746       204          950 
    csa_tree_PUs_5__U_F4_U_s3_add_18_10_groupi   csa_tree_PUs_5__U_F4_U_s3_add_18_10_group_2      106        739       204          943 
    csa_tree_PUs_4__U_F4_U_s3_add_18_10_groupi   csa_tree_PUs_4__U_F4_U_s3_add_18_10_group_2      107        735       206          940 
    csa_tree_PUs_1__U_F4_U_s23_add_18_10_groupi  csa_tree_PUs_1__U_F4_U_s23_add_18_10_group_2     106        735       204          939 
    csa_tree_PUs_3__U_F4_U_s3_add_18_10_groupi   csa_tree_PUs_3__U_F4_U_s3_add_18_10_group_2      108        732       207          939 
    csa_tree_PUs_0__U_F4_U_s23_add_18_10_groupi  csa_tree_PUs_0__U_F4_U_s23_add_18_10_group_2     106        731       204          935 
    csa_tree_PUs_4__U_F4_U_s23_add_18_10_groupi  csa_tree_PUs_4__U_F4_U_s23_add_18_10_group_2     106        730       204          934 
    csa_tree_PUs_1__U_F4_U_s3_add_18_10_groupi   csa_tree_PUs_1__U_F4_U_s3_add_18_10_group_2      106        719       204          923 
    csa_tree_PUs_0__U_F4_U_s3_add_18_10_groupi   csa_tree_PUs_0__U_F4_U_s3_add_18_10_group_2      108        678       207          885 
    csa_tree_PUs_16__U_F4_U_s23_add_18_10_groupi csa_tree_PUs_16__U_F4_U_s23_add_18_10_group_2    106        639       204          843 
    csa_tree_PUs_16__U_F4_U_s3_add_18_10_groupi  csa_tree_PUs_16__U_F4_U_s3_add_18_10_group_2     106        639       204          843 
    csa_tree_PUs_15__U_F4_U_s23_add_18_10_groupi csa_tree_PUs_15__U_F4_U_s23_add_18_10_group_2    106        639       204          843 
    csa_tree_PUs_15__U_F4_U_s3_add_18_10_groupi  csa_tree_PUs_15__U_F4_U_s3_add_18_10_group_2     106        639       204          843 
    csa_tree_PUs_14__U_F4_U_s23_add_18_10_groupi csa_tree_PUs_14__U_F4_U_s23_add_18_10_group_2    106        639       204          843 
    csa_tree_PUs_14__U_F4_U_s3_add_18_10_groupi  csa_tree_PUs_14__U_F4_U_s3_add_18_10_group_2     106        639       204          843 
    csa_tree_PUs_13__U_F4_U_s23_add_18_10_groupi csa_tree_PUs_13__U_F4_U_s23_add_18_10_group_2    106        639       204          843 
